"state","likelihood","ucld.mean"
504000,-166635.443943061,1.38810735887958e-05
506000,-166625.820124724,1.59086877433444e-05
508000,-166617.384465877,1.77567536649521e-05
510000,-166619.940055429,1.51638233930499e-05
512000,-166617.876726023,1.62405680689143e-05
514000,-166615.72604468,1.44311715470253e-05
516000,-166616.62226199,1.65949387411813e-05
518000,-166617.467213543,1.73293096175611e-05
520000,-166620.522559168,1.75665993181049e-05
522000,-166610.806777008,1.8698963199016e-05
524000,-166613.46782255,1.9015037716101e-05
526000,-166618.649650812,1.64345434459944e-05
528000,-166633.690402347,1.5798675393246e-05
530000,-166619.040930944,1.81696030073957e-05
532000,-166612.661964733,1.71874412346188e-05
534000,-166621.421860099,1.43209935798231e-05
536000,-166619.072682974,1.40971357633761e-05
538000,-166608.291387796,1.53848884220977e-05
540000,-166603.902934157,1.34791709342568e-05
542000,-166623.433835571,1.62984194687106e-05
544000,-166602.868751078,1.4987420553464e-05
546000,-166601.125656196,1.78882542426189e-05
548000,-166593.172768524,1.56872693465341e-05
550000,-166592.708128697,1.40809707986191e-05
552000,-166573.12250778,1.50614400198987e-05
554000,-166484.066015517,1.10163874154671e-05
556000,-166485.218674826,1.44324081515582e-05
558000,-166481.53843712,1.28323783636303e-05
560000,-166495.187718077,1.4964965584184e-05
562000,-166493.580789175,1.61755930697227e-05
564000,-166489.246629678,1.89218948004162e-05
566000,-166476.910842281,1.65711907728692e-05
568000,-166469.790930028,1.55369014166867e-05
570000,-166483.233509667,1.5441970628612e-05
572000,-166475.0169474,1.53781847766764e-05
574000,-166493.841696608,1.54426768528438e-05
576000,-166472.647461764,1.6781579235644e-05
578000,-166461.526287127,1.36744674832313e-05
580000,-166475.244399516,1.1132522787653e-05
582000,-166481.1679907,1.44983428897807e-05
584000,-166472.248969717,1.55548320170743e-05
586000,-166474.831843511,1.58736301822279e-05
588000,-166469.758224961,1.47673950486557e-05
590000,-166474.971204498,1.77071720615629e-05
592000,-166468.468779669,1.67922316190333e-05
594000,-166483.903803223,1.52527614544246e-05
596000,-166458.29334213,1.4808347291582e-05
598000,-166465.350481898,1.55215117061901e-05
6e+05,-166453.70937698,1.3514408060986e-05
602000,-166458.004952566,1.67719127069213e-05
604000,-166453.959185154,1.71965376781039e-05
606000,-166451.052744629,1.71667244801866e-05
608000,-166461.970393585,1.71955323470471e-05
610000,-166456.463168073,1.71014334397924e-05
612000,-166444.69351514,1.63363865660422e-05
614000,-166454.693547048,2.03742541025876e-05
616000,-166457.294863125,1.23554687650162e-05
618000,-166456.459714249,1.7504893340327e-05
620000,-166471.657031085,1.83149382360276e-05
622000,-166466.016739569,1.81875108385579e-05
624000,-166464.207608073,1.81833488458234e-05
626000,-166462.720809628,1.67907317719518e-05
628000,-166469.350887404,1.52841797799116e-05
630000,-166459.484869194,1.12339226804331e-05
632000,-166458.883054243,1.00749179392097e-05
634000,-166454.906061597,1.20066691288741e-05
636000,-166458.373009794,1.03860171729814e-05
638000,-166469.535239239,1.81605839219544e-05
640000,-166469.94605795,1.81187709850011e-05
642000,-166451.483396024,1.87040336267694e-05
644000,-166458.522300148,2.08655208035652e-05
646000,-166448.733776139,1.9238713251874e-05
648000,-166455.875483997,2.15355351016982e-05
650000,-166462.942388917,2.01731239599888e-05
652000,-166471.477379868,2.16473851692823e-05
654000,-166479.207161589,2.38832245970009e-05
656000,-166474.299961714,2.35712535448504e-05
658000,-166470.510076668,2.55834420546291e-05
660000,-166473.754102948,2.19625879044051e-05
662000,-166461.956469853,2.26771858631115e-05
664000,-166471.333344999,2.41160130821274e-05
666000,-166461.26794208,2.24027524490918e-05
668000,-166467.393835051,2.10885044527279e-05
670000,-166467.953296951,2.30261326310939e-05
672000,-166463.648067184,2.29356651048105e-05
674000,-166453.805816899,2.42631762266808e-05
676000,-166453.922658253,2.19854609672695e-05
678000,-166452.157691448,2.21377953681382e-05
680000,-166441.206897797,2.40760592567995e-05
682000,-166446.630465659,2.36411477156057e-05
684000,-166440.327568579,2.16594355211095e-05
686000,-166447.530935793,2.55070334877366e-05
688000,-166454.399848967,2.10692357951449e-05
690000,-166446.499681173,2.16271957213963e-05
692000,-166451.080410508,2.33654095660776e-05
694000,-166459.286725153,2.01560785703469e-05
696000,-166454.247378225,2.26898780632391e-05
698000,-166450.894734202,2.31932549177396e-05
7e+05,-166448.499727922,2.03219814496627e-05
702000,-166453.91780942,2.28447816488224e-05
704000,-166450.511020642,2.21637076316943e-05
706000,-166448.800426133,2.06620918816597e-05
708000,-166446.50637633,2.07373180921138e-05
710000,-166452.189890223,2.32741541683283e-05
712000,-166456.465152157,2.3910092988486e-05
714000,-166460.897803597,2.42593887551399e-05
716000,-166449.378848782,2.35030382322385e-05
718000,-166446.398066217,2.46416124715737e-05
720000,-166446.134185955,2.21920704170561e-05
722000,-166457.780975732,2.3405729879618e-05
724000,-166455.992030885,2.24228605609049e-05
726000,-166468.531156115,2.20797134554378e-05
728000,-166464.911050639,2.07173005829089e-05
730000,-166454.618124274,2.33995026750158e-05
732000,-166458.228565428,2.2142655996198e-05
734000,-166461.945222709,2.10750883686361e-05
736000,-166453.946102714,2.20173865029657e-05
738000,-166444.3799801,2.12864315202063e-05
740000,-166443.932504046,2.17028241276824e-05
742000,-166446.42952709,2.40637427068267e-05
744000,-166464.941394058,2.52061777741815e-05
746000,-166349.018606652,2.49832011281778e-05
748000,-166328.916982597,2.47007909223036e-05
750000,-166311.144216254,2.42796719068468e-05
752000,-166274.154517943,2.22048050058105e-05
754000,-166259.027288804,2.33088990626201e-05
756000,-166261.518235984,2.03799475148616e-05
758000,-166247.961200793,2.20830105391488e-05
760000,-166251.087610828,2.16200252359312e-05
762000,-166253.932233741,2.25739481509079e-05
764000,-166254.922871864,2.38427339199533e-05
766000,-166247.591160964,2.29531582286973e-05
768000,-166257.947201739,2.48792004620699e-05
770000,-166253.782813287,2.44215180749319e-05
772000,-166248.844913377,2.39482415835225e-05
774000,-166252.513558999,2.4334711881401e-05
776000,-166248.782381104,2.56994705417009e-05
778000,-166250.23908732,2.49789259743459e-05
780000,-166246.278845488,2.54303825567945e-05
782000,-166253.565762536,2.41100163852803e-05
784000,-166249.336476292,2.68668343719602e-05
786000,-166240.700689414,2.74743120399516e-05
788000,-166242.096243526,2.77997555118624e-05
790000,-166242.8921429,2.65158525079218e-05
792000,-166243.422066308,2.60586202929683e-05
794000,-166248.799757655,2.64496958579134e-05
796000,-166242.38494179,2.61224877671738e-05
798000,-166239.641274617,2.72544699477193e-05
8e+05,-166253.023163283,2.70436621300223e-05
802000,-166241.282160328,2.97341288868649e-05
804000,-166252.271798269,2.74169901800401e-05
806000,-166243.358632889,2.92611357317386e-05
808000,-166245.38607252,2.99358991878772e-05
810000,-166241.605793045,2.75086502038912e-05
812000,-166239.080629278,2.46887240133619e-05
814000,-166237.934546966,2.8407523923398e-05
816000,-166234.751694747,2.55495162776848e-05
818000,-166243.738310409,2.46846815193946e-05
820000,-166231.140411584,2.60544774472649e-05
822000,-166239.505628646,2.67984695113864e-05
824000,-166237.031815852,2.25174604234978e-05
826000,-166243.372739486,2.29020774283878e-05
828000,-166232.010922686,2.41568094587885e-05
830000,-166250.581350014,2.43814393928516e-05
832000,-166248.754553325,2.32648064046171e-05
834000,-166248.642147973,2.53322774844568e-05
836000,-166253.227526459,2.55940495943003e-05
838000,-166257.29430638,2.30398604643322e-05
840000,-166249.739098344,2.47804993828966e-05
842000,-166248.997146326,2.43608901870373e-05
844000,-166248.263967834,2.73369375559024e-05
846000,-166254.252642547,2.53963351548222e-05
848000,-166247.326879111,2.39299900400078e-05
850000,-166248.253668856,2.50063363502872e-05
852000,-166231.284289541,2.79525510663012e-05
854000,-166243.068353814,2.70487705185785e-05
856000,-166251.196795081,2.30584422590223e-05
858000,-166240.181656399,2.59666696882186e-05
860000,-166256.85785798,2.44564420961932e-05
862000,-166247.867631011,2.48044839445638e-05
864000,-166248.669053229,2.42100802298601e-05
866000,-166242.187304215,2.30193187772938e-05
868000,-166230.348448978,2.35396834332629e-05
870000,-166236.682192108,2.5196588341129e-05
872000,-166241.267962954,2.40403063333329e-05
874000,-166248.991784064,2.13280743444866e-05
876000,-166252.069882618,2.21447324123079e-05
878000,-166251.90240859,2.20254073146984e-05
880000,-166249.51168032,2.13937834409011e-05
882000,-166233.783100095,1.93983155335332e-05
884000,-166240.505845525,2.011899342309e-05
886000,-166249.763763872,2.04039021705669e-05
888000,-166248.66009212,2.15041469308896e-05
890000,-166239.528489753,2.01518567955011e-05
892000,-166244.310044642,1.39126889470366e-05
894000,-166228.169264951,1.9143226006199e-05
896000,-166234.427306135,2.04604946819615e-05
898000,-166238.31237787,1.7763111588237e-05
9e+05,-166235.742050244,2.00160645991128e-05
902000,-166244.312058627,2.08992255172691e-05
904000,-166254.670140353,2.06364997558408e-05
906000,-166255.172566611,1.93403641951582e-05
908000,-166257.311300567,1.96580518632089e-05
910000,-166258.155744526,1.97461562586906e-05
912000,-166251.52004557,2.24627918942884e-05
914000,-166266.613812829,2.41527894492788e-05
916000,-166260.259698069,2.50581688788264e-05
918000,-166252.748716336,2.59634852291596e-05
920000,-166247.384230017,2.48292625198849e-05
922000,-166242.062148696,2.22263118849603e-05
924000,-166241.735164105,2.38933146480519e-05
926000,-166236.548398998,2.43461720550407e-05
928000,-166254.907231636,2.26898480994e-05
930000,-166247.07758515,2.45260972160647e-05
932000,-166250.773949555,2.51817858804331e-05
934000,-166246.893039827,2.35746085576274e-05
936000,-166261.120563316,2.65536651539427e-05
938000,-166249.924222263,2.46488823591381e-05
940000,-166243.638981492,2.39046335238238e-05
942000,-166242.717416014,2.37212421357257e-05
944000,-166243.609445574,2.51787578945804e-05
946000,-166248.404516935,2.37157585910635e-05
948000,-166255.601800273,2.25238102817876e-05
950000,-166247.408717525,2.51585214962706e-05
952000,-166252.171664194,2.10111648259148e-05
954000,-166249.846838104,2.23627863638607e-05
956000,-166244.688016079,2.21441062172717e-05
958000,-166240.968320238,1.98094821189509e-05
960000,-166242.194137852,2.13707886926299e-05
962000,-166249.290245934,2.01551993780533e-05
964000,-166246.504094837,2.15385637010473e-05
966000,-166250.32489931,1.99015468440938e-05
968000,-166243.11908134,1.98719653592456e-05
970000,-166247.342340322,2.32126372287758e-05
972000,-166250.44337487,2.17473893363871e-05
974000,-166248.088838381,2.33584711705067e-05
976000,-166242.514640649,2.06082089991214e-05
978000,-166238.202275622,2.06241808362019e-05
980000,-166251.136913938,2.17704908846875e-05
982000,-166247.099968369,2.29207270941701e-05
984000,-166254.281648934,2.28887153614782e-05
986000,-166255.019398837,2.45349354350766e-05
988000,-166262.019598046,2.27877268948465e-05
990000,-166255.564336268,2.20300929835573e-05
992000,-166250.603300083,2.1217169938583e-05
994000,-166240.304883922,2.23750899411696e-05
996000,-166247.106292553,2.24936405942271e-05
998000,-166231.563828602,2.42587280495371e-05
1e+06,-166235.077677122,2.12822639939577e-05
1002000,-166232.183265023,2.3931296470383e-05
1004000,-166233.630843221,2.25977472078817e-05
1006000,-166236.876839668,2.04127167754808e-05
1008000,-166250.185904876,2.39857430240418e-05
1010000,-166245.587339846,2.15279089370216e-05
1012000,-166240.774743893,2.427244317676e-05
1014000,-166240.330934528,2.31710501120015e-05
1016000,-166253.323739868,2.05036665211369e-05
1018000,-166256.956248091,2.26708796454265e-05
1020000,-166257.037269149,2.12733984728487e-05
1022000,-166237.379219236,1.91419220652778e-05
1024000,-166262.097906515,1.93159338260618e-05
1026000,-166251.81971926,2.00157503275043e-05
1028000,-166240.94579181,1.89875934765298e-05
1030000,-166250.22005285,1.47549367202043e-05
1032000,-166265.023768402,1.57364749777726e-05
1034000,-166252.08271922,2.02580087855908e-05
1036000,-166251.1308811,1.89887606737123e-05
1038000,-166245.658605881,1.61257190887902e-05
1040000,-166246.202650351,1.70396760364774e-05
1042000,-166263.777539762,1.55787886077704e-05
1044000,-166250.604908239,1.61873921405453e-05
1046000,-166251.033601844,1.43724274023809e-05
1048000,-166246.5157283,1.7931824908489e-05
1050000,-166251.9576547,1.8896382769836e-05
1052000,-166255.969409905,1.89887390048642e-05
1054000,-166255.385071965,1.67416852706861e-05
1056000,-166257.117675012,1.88501206103624e-05
1058000,-166246.819016184,1.66932900873377e-05
1060000,-166252.298540343,1.74382424520391e-05
1062000,-166265.721365912,1.64575954372238e-05
1064000,-166269.081573354,1.38481950842486e-05
1066000,-166258.305453592,1.50686910738891e-05
1068000,-166270.511181632,1.71472162205336e-05
1070000,-166263.712226219,1.00836761131324e-05
1072000,-166259.303308653,9.34747266054273e-06
1074000,-166253.087766933,1.30041252075359e-05
1076000,-166260.844894295,1.45761218946222e-05
1078000,-166242.95578371,1.1274767828464e-05
1080000,-166235.203737238,1.00601556098996e-05
1082000,-166242.978096483,8.70621257892362e-06
1084000,-166244.74890282,1.25692455796925e-05
1086000,-166248.502262718,1.62364624398816e-05
1088000,-166242.198613159,1.69377884609066e-05
1090000,-166253.112791569,1.88740377905233e-05
1092000,-166247.22450627,1.78074399374086e-05
1094000,-166249.634238137,2.0007040155929e-05
1096000,-166247.640955332,1.97704559094309e-05
1098000,-166257.535971742,2.36724535530628e-05
1100000,-166257.627521996,2.5332886194181e-05
1102000,-166249.546446232,2.13194465236824e-05
1104000,-166244.93579861,2.03899100138222e-05
1106000,-166251.358365749,1.92652690081412e-05
1108000,-166257.290399281,2.18361345958296e-05
1110000,-166244.858610815,2.08633308164259e-05
1112000,-166244.422814186,2.03027333348104e-05
1114000,-166241.795567573,1.92866436534154e-05
1116000,-166250.642106452,2.04581109239508e-05
1118000,-166252.148612663,2.03530981972793e-05
1120000,-166247.427357146,1.89500124742671e-05
1122000,-166249.735245641,2.02100058841865e-05
1124000,-166247.103987764,1.88352186179997e-05
1126000,-166252.055909594,2.24367568332404e-05
1128000,-166244.089063851,2.35020204057353e-05
1130000,-166251.913790034,2.45519124481303e-05
1132000,-166259.001114266,2.29963347097073e-05
1134000,-166246.803280073,1.97636571545964e-05
1136000,-166253.285508778,1.82576405712014e-05
1138000,-166244.355450741,1.90669640048922e-05
1140000,-166242.263797359,2.0451537710259e-05
1142000,-166240.217071618,2.46893883999739e-05
1144000,-166245.281725767,2.34881536865554e-05
1146000,-166256.272172598,2.28644325593607e-05
1148000,-166260.424658762,2.44571908642829e-05
1150000,-166264.110720375,2.24148801227064e-05
1152000,-166268.540354854,2.01200715304098e-05
1154000,-166248.196029187,1.99502429642374e-05
1156000,-166250.152303396,2.25941514744027e-05
1158000,-166254.201511009,2.36701809864075e-05
1160000,-166240.964230921,2.17721361332174e-05
1162000,-166257.65519609,2.11263028684784e-05
1164000,-166259.316572217,2.65627519004914e-05
1166000,-166250.624547856,2.33692478319931e-05
1168000,-166248.491889731,2.35092373904086e-05
1170000,-166246.747808934,2.4052404214553e-05
1172000,-166244.141199118,2.32899749401432e-05
1174000,-166236.287298691,2.47964360071497e-05
1176000,-166244.560182727,2.75325421837263e-05
1178000,-166237.364258776,2.79516575753778e-05
1180000,-166246.933207835,2.81482534070211e-05
1182000,-166252.81697859,2.52072782623447e-05
1184000,-166248.909934827,2.87587811298441e-05
1186000,-166259.756507671,2.7110757017423e-05
1188000,-166252.101630819,2.51423942697401e-05
1190000,-166250.691952985,2.54430943733047e-05
1192000,-166254.678727993,2.22304024711332e-05
1194000,-166250.210783174,2.31103800670823e-05
1196000,-166245.628225992,2.14742461264672e-05
1198000,-166247.390112966,2.05747147421042e-05
1200000,-166243.799217079,2.05616756328301e-05
1202000,-166249.511359719,2.0516584216592e-05
1204000,-166238.307259009,2.22724532697067e-05
1206000,-166239.395159569,2.3595578725747e-05
1208000,-166240.55728849,2.20563610928397e-05
1210000,-166237.99969735,2.42460627311966e-05
1212000,-166247.041080381,2.66084455290117e-05
1214000,-166243.167282138,2.87427378758454e-05
1216000,-166251.149488439,2.70938174669139e-05
1218000,-166245.906343196,2.85577993121074e-05
1220000,-166248.988591953,2.6413361521328e-05
1222000,-166253.411055955,2.32318182204818e-05
1224000,-166243.307710198,2.55865032316686e-05
1226000,-166246.313930799,2.25184064624111e-05
1228000,-166251.224634462,2.25443440770827e-05
1230000,-166242.435021806,2.13483762283409e-05
1232000,-166257.371537713,2.22154068328151e-05
1234000,-166246.950897351,2.1834018731062e-05
1236000,-166245.992291204,2.24409536735259e-05
1238000,-166244.733822785,2.41143281237829e-05
1240000,-166254.552227101,2.21596957522533e-05
1242000,-166244.989119197,2.31098965910291e-05
1244000,-166254.770092771,2.24854027269905e-05
1246000,-166247.73398468,2.47724218477324e-05
1248000,-166254.157565043,2.25379824337403e-05
1250000,-166251.022839892,2.55669889329664e-05
1252000,-166245.596977195,2.44707508232459e-05
1254000,-166246.938663053,2.37579736346139e-05
1256000,-166251.098105997,2.24802589851747e-05
1258000,-166242.945856362,2.12630705434939e-05
