"state","likelihood","ucld.mean"
0,-1164757.23342997,0.005
5000,-748539.922757575,0.0022019426338374
10000,-702757.702264718,0.00169068201322702
15000,-687860.336399523,0.00137203433050039
20000,-672358.022563861,0.00044552947407829
25000,-663763.876297874,0.000491536246278179
30000,-659935.501203473,0.000568273861869208
35000,-655104.344447939,0.000489989848203586
40000,-649231.464971693,0.000149708869302516
45000,-641277.001411525,0.000507209266379358
50000,-639477.112670694,0.000604041223375561
55000,-638586.577643877,0.000630145356657471
60000,-635681.752027544,0.000779026439428092
65000,-633989.47710482,0.000644160677347736
70000,-628798.794385181,0.000529678815885859
75000,-627921.297889218,0.000308724494910636
80000,-627835.205675194,0.000389866384216277
85000,-627816.443536629,0.000349664643721636
90000,-627677.241001348,0.000411049130055439
95000,-627465.404497391,0.000333196588429139
1e+05,-626993.845391663,0.000371773955070886
105000,-626837.376730906,0.000352823294756789
110000,-626766.461955255,0.000395086186270675
115000,-626661.166192916,0.000344388743568807
120000,-626639.770968429,0.000334758519758993
125000,-626609.469747989,0.000332265942963148
130000,-626609.555563451,0.000427424189224958
135000,-626598.836592495,0.000414039473216223
140000,-626133.379538612,0.000307283767526022
145000,-626073.914886969,0.000369092513176407
150000,-626052.800302847,0.000259954349628422
155000,-622507.613297029,0.000260963216755082
160000,-622474.988246676,0.000292077152121336
165000,-622286.677371053,0.000302394804946802
170000,-622225.574870038,0.00026157264973018
175000,-622204.342999181,0.000298649639635615
180000,-622197.222575616,0.000201910131396077
185000,-622209.825878797,0.000314264327771903
190000,-622192.246814118,0.000227784575684578
195000,-622178.770094053,0.000227085985821696
2e+05,-622182.290009452,0.000238671184363325
205000,-622187.433228938,0.000298615265545695
210000,-622170.060956586,0.000201681088466024
215000,-622179.038299007,0.000191938347946286
220000,-622163.41857958,0.00020502632628339
225000,-622155.745134832,0.000202798109560818
230000,-622157.591460855,0.000220191471176402
235000,-622171.020548244,0.00023736854656431
240000,-622184.835730685,0.000179739943862143
245000,-622156.677112543,0.000223088207621827
250000,-622144.593111178,0.000202705406890162
255000,-622151.911253349,0.000137706737123076
260000,-622158.453721965,0.000154910908899945
265000,-622164.336149794,0.000101111822479562
270000,-622163.396700661,0.000129536735420943
275000,-622161.792843096,0.000149062624175377
280000,-622162.983586904,0.000131257098319119
285000,-622157.306291836,0.000115837733024047
290000,-622156.849874284,0.000176184326279097
295000,-622153.495527259,0.000110309650998126
3e+05,-622172.397715049,7.92086039411735e-05
305000,-622165.830838597,8.34545317181126e-05
310000,-622159.376336411,8.23959407755795e-05
315000,-622160.851201555,6.84673371806956e-05
320000,-622159.911145248,0.000129559655369141
325000,-622152.133605163,0.000175726104597351
330000,-619562.589703034,0.000184467483522846
335000,-619421.528858382,0.000219275021098032
340000,-619376.242969893,9.73390572046638e-05
345000,-619300.560311364,8.90421839508578e-05
350000,-619259.664093138,0.000181294525334197
355000,-619258.461458301,0.000209877295833184
360000,-619258.762635088,0.000225799438461533
365000,-619248.5946572,0.000205016009103504
370000,-619217.798347303,0.000198924618695173
375000,-619212.601218421,0.000258353026855623
380000,-619217.627800347,0.000293959427494919
385000,-619209.008193888,0.000338671144793959
390000,-619214.727129676,0.000301968818915683
395000,-619201.887909153,0.000310343920047822
4e+05,-619208.514774184,0.000331520159538608
405000,-619207.781157487,0.000282817729900024
410000,-619209.901915308,0.000254109309643933
415000,-619216.465562253,0.000315546559074615
420000,-619214.179535233,0.000225771866737383
425000,-618502.182754279,0.000191333447837332
430000,-618374.286792417,0.0002135725537237
435000,-618275.138170807,0.000205362589039803
440000,-618231.629473308,0.00023799940471113
445000,-618244.553961455,0.00029969038001909
450000,-618217.477035443,0.000336376406502942
455000,-618210.385721801,0.000328023411914983
460000,-618219.267395328,0.00034660167318005
465000,-618212.217496339,0.000371060672401733
470000,-618202.262157301,0.000260887149649637
475000,-618195.465331465,0.000196314916163487
480000,-618216.231676634,0.000157828463484237
485000,-618213.813376995,0.000202967477988853
490000,-618217.534113788,0.000133950654147747
495000,-618219.758578084,0.000145285282771446
5e+05,-618139.899571583,0.000108119443868528
505000,-618107.165973875,9.17056592531384e-05
510000,-618061.74636876,7.64924491213565e-05
515000,-618011.768529659,9.37461960497034e-05
520000,-618018.349274421,6.89911188091852e-05
525000,-618020.413162455,9.41806483835127e-05
530000,-618002.28069037,0.000109394697593371
535000,-618009.2096165,0.000135725226448865
540000,-617852.024973244,0.000151243230520825
545000,-617697.755128389,0.0001387191963825
550000,-617711.802336347,0.000190576573885197
555000,-617710.042594152,0.00010776031850065
560000,-617712.712945304,0.000174876897154864
565000,-617712.177742701,0.0002290873825454
570000,-617710.177953234,0.000204458146790089
575000,-617715.05900467,0.000177271641386095
580000,-617700.095454908,0.000214036219835915
585000,-617696.559669274,0.000191403733017032
590000,-617684.220034159,0.000163692877692593
595000,-617682.261710799,0.000166999429263453
6e+05,-617683.352564135,0.000136417230759063
605000,-617690.56838822,0.000145866910117236
610000,-617674.871620267,8.97488331041113e-05
615000,-617685.987887802,0.000105916138984776
620000,-617693.159974224,8.81326775154057e-05
625000,-617694.207178384,0.000118287863124786
630000,-617679.063359997,0.000101097407783296
635000,-617676.822229327,7.51565031325689e-05
640000,-617678.352346274,0.000129415495126561
645000,-617679.581062295,0.000155322317601429
650000,-617684.340234031,0.000157674887113218
655000,-617690.178994412,0.000149874245779734
660000,-617700.65028743,0.000154735222352043
665000,-617686.316340049,0.000194295000151253
670000,-617692.688587197,0.000169526314055463
675000,-617688.525254514,0.00015654311234865
680000,-617676.730612746,0.000175208731344073
685000,-617668.910669165,0.000210284024685868
690000,-617685.213562408,0.000203569144809925
695000,-617687.902399571,0.000234500824246285
7e+05,-617691.1361191,0.000220532789578716
705000,-617688.116993766,0.000220199065829843
710000,-617691.504816183,0.000357373413852568
715000,-617688.290884504,0.000263401590173179
720000,-617680.134422996,0.000241998702206122
725000,-617685.729643423,0.000310013960646948
730000,-617676.278751353,0.000312015953818429
735000,-617682.538850181,0.000295204370094269
740000,-617678.557116477,0.000316024223056247
745000,-617678.486127524,0.000323063276530351
750000,-617685.405531339,0.000340812266595217
755000,-617690.788015457,0.000423672944245881
760000,-617377.192687039,0.000417815723138342
765000,-617255.235701285,0.000418007868123328
770000,-617195.727373089,0.000405266829724612
775000,-617140.978945961,0.000420951152033578
780000,-617127.052127581,0.000414511975511026
785000,-617101.363715491,0.000399863919811062
790000,-617106.616353197,0.000409361390476037
795000,-617102.580649507,0.000408880282618168
8e+05,-617102.202918373,0.00042983293400287
805000,-617078.316165299,0.000453434520092758
810000,-617083.460966166,0.000417673162734918
815000,-617080.194438202,0.000447096648575684
820000,-617088.065606625,0.000427937828312485
825000,-617088.37634589,0.000472348256031549
830000,-617080.073975851,0.000438681588394273
835000,-617082.764963069,0.000447365635132296
840000,-617073.33410145,0.000445590893606074
845000,-617096.416278095,0.000446701116237309
850000,-617086.305659862,0.000377824531120482
855000,-617074.739776362,0.000356072949030115
860000,-617070.154799043,0.00039458343974767
865000,-617075.527621634,0.000365996128286571
870000,-617072.447661151,0.000387152497241166
875000,-617081.496996708,0.000341285734783286
880000,-617064.148576211,0.000360351451806904
885000,-617062.444487307,0.000378904913769734
890000,-617065.372754373,0.000316874804286346
895000,-617068.256913029,0.000392465500207399
9e+05,-617086.063343556,0.000365329427476266
905000,-617089.87120407,0.000359377855902999
910000,-617081.116666368,0.000347591771438751
915000,-617087.903481435,0.00036098926311655
920000,-617073.294324057,0.000352502179537625
925000,-617071.288993862,0.000353066002095326
930000,-617077.325712039,0.00043235349413656
935000,-617069.3226623,0.000405888537658521
940000,-617068.007099555,0.000412399843091666
945000,-617080.184839668,0.00036421665364429
950000,-617069.903417833,0.000413615749012028
955000,-617076.048863037,0.000478830003419604
960000,-617085.467889091,0.000488291605703405
965000,-617083.844666657,0.000397490052791183
970000,-617078.603173946,0.000423061636830816
975000,-617078.980129081,0.000422321749765023
980000,-617084.779144602,0.000403938358364952
985000,-617093.724625788,0.000550481825233278
990000,-617099.423794463,0.000482016328278115
995000,-617079.691913559,0.000495939482352102
1e+06,-617077.001125463,0.000466176421381375
1005000,-617086.050770191,0.000439189859602012
1010000,-617077.18805225,0.000449638190012839
1015000,-617083.456755103,0.000272983244788702
1020000,-617087.696490747,0.000331286726421862
1025000,-617091.222624796,0.000356242092091452
1030000,-617074.342190293,0.000420874745372109
1035000,-617070.659376263,0.000386990630490251
1040000,-617075.741757905,0.000429521498101285
1045000,-617072.129190173,0.000466586829825826
1050000,-617056.582480828,0.000387225611978094
1055000,-617069.97892911,0.000361763022074219
1060000,-617075.534600248,0.000344786412302189
1065000,-617074.789225915,0.000368741256332928
1070000,-617071.43676291,0.00032497822029922
1075000,-617076.309605378,0.000306668747845347
1080000,-617066.595260136,0.000296435910320664
1085000,-617078.764683102,0.000312559032038103
1090000,-617074.652116818,0.000443015266943979
1095000,-617070.737890077,0.000361183526926726
1100000,-617083.754519257,0.000342135591631454
1105000,-617089.425515581,0.000376207074704586
1110000,-617090.917561654,0.000358584973883623
1115000,-617074.517753704,0.000401847364052323
1120000,-617078.751531943,0.000312983992904273
1125000,-617084.064788038,0.00032787999038754
1130000,-617082.371096739,0.0002770268088431
1135000,-617081.771567821,0.000306213844174934
1140000,-617078.713663136,0.000309988867841041
1145000,-617081.207053127,0.000389456882144869
1150000,-617082.506204164,0.000425365484145278
1155000,-617078.659547439,0.000405948700977025
1160000,-617077.689857805,0.000421688565396354
1165000,-617057.364989419,0.00039361053826013
1170000,-617077.646963248,0.00035192928654027
1175000,-617078.808626701,0.000415286794988182
1180000,-617066.092475692,0.000380905487173911
1185000,-617075.534552501,0.000389272178132098
1190000,-617074.630738084,0.000296415406092954
1195000,-617090.473895401,0.000333151054963366
1200000,-617086.258258501,0.000314267116983458
1205000,-617098.947261939,0.000327028862503702
1210000,-617074.928948575,0.000366064507992083
1215000,-617079.09471218,0.000324473513212043
1220000,-617069.649419262,0.0003055974716673
1225000,-617077.606090572,0.000330731028698191
1230000,-617090.160879352,0.000320799209831585
1235000,-617099.45581903,0.000267338954863145
1240000,-617080.926592196,0.000226645360755199
1245000,-617086.864228117,0.000303160907919792
1250000,-617074.27275099,0.000297563170577439
1255000,-617088.312747295,0.000326135461334648
1260000,-617076.855432157,0.000364760706099157
1265000,-617076.910527593,0.000358171552559247
1270000,-617073.296791016,0.000388557677615666
1275000,-617074.407338065,0.000383352682788192
1280000,-617064.366412027,0.00046671005567869
1285000,-617069.910472018,0.000415824130366215
1290000,-617096.690419068,0.000466011089207559
1295000,-617083.609301802,0.000467939464166097
1300000,-617086.797687509,0.000473526357678207
1305000,-617080.49039349,0.000408864350421921
1310000,-617075.495990842,0.000393586056887871
1315000,-617084.623889702,0.000378121912434778
